face_name_align,gender,race_scores_fair,gender_scores_fair,race_outputs,gender_outputs,race_preds_fair,gender_preds_fair,race,gender
Images/UTKFace/30_0_0_20170117123740914.jpg.chip.jpg,0,[0.49715337 0.5028466 ],,[-0.3393742  -0.32798752],,1,,0,
Images/UTKFace/27_0_0_20170114034255912.jpg.chip.jpg,0,[0.70576584 0.29423416],,[ 0.20190638 -0.6730013 ],,0,,0,
Images/UTKFace/62_0_0_20170111193832899.jpg.chip.jpg,0,[0.7982063  0.20179366],,[ 0.52345693 -0.85166454],,0,,0,
Images/UTKFace/13_0_0_20170110220458081.jpg.chip.jpg,0,[0.45371917 0.54628086],,[-0.2589232  -0.07326842],,1,,0,
Images/UTKFace/82_0_0_20170111223748572.jpg.chip.jpg,0,[0.8499293 0.1500707],,[ 0.7866401 -0.9474065],,0,,0,
Images/UTKFace/50_0_0_20170117185149577.jpg.chip.jpg,0,[0.8719362  0.12806383],,[ 0.7974534 -1.1207342],,0,,0,
Images/UTKFace/67_0_0_20170111193821219.jpg.chip.jpg,0,[0.90536994 0.09463003],,[ 1.0120174 -1.2463514],,0,,0,
Images/UTKFace/30_0_0_20170117181232946.jpg.chip.jpg,0,[0.37297502 0.627025  ],,[-0.4194451   0.10002997],,1,,0,
Images/UTKFace/24_0_0_20170117150031708.jpg.chip.jpg,0,[0.69186527 0.3081348 ],,[ 0.16283225 -0.64602166],,0,,0,
Images/UTKFace/39_0_0_20170104205032348.jpg.chip.jpg,0,[0.56227016 0.4377298 ],,[-0.15033436 -0.40071505],,0,,0,
Images/UTKFace/90_0_0_20170117175416532.jpg.chip.jpg,0,[0.47557855 0.52442145],,[-0.37582535 -0.27806175],,1,,0,
Images/UTKFace/28_0_0_20170117202525511.jpg.chip.jpg,0,[0.6161506  0.38384935],,[-0.03701532 -0.5102565 ],,0,,0,
Images/UTKFace/52_0_0_20170113183829983.jpg.chip.jpg,0,[0.9166696  0.08333038],,[ 1.0279471 -1.3699869],,0,,0,
Images/UTKFace/40_0_0_20170117182937462.jpg.chip.jpg,0,[0.19426106 0.80573887],,[-0.9249379  0.4976189],,1,,0,
Images/UTKFace/36_0_0_20170117135444550.jpg.chip.jpg,0,[0.9316711  0.06832891],,[ 1.1464683 -1.4661785],,0,,0,
Images/UTKFace/25_0_0_20170117135059549.jpg.chip.jpg,0,[0.73627627 0.2637238 ],,[ 0.2822166 -0.7444865],,0,,0,
Images/UTKFace/55_0_0_20170117191622249.jpg.chip.jpg,0,[0.9442206  0.05577939],,[ 1.2390773 -1.5898782],,0,,0,
Images/UTKFace/40_0_0_20170117090946200.jpg.chip.jpg,0,[0.9601851  0.03981486],,[ 1.5097606 -1.6731253],,0,,0,
Images/UTKFace/67_0_0_20170117195143525.jpg.chip.jpg,0,[0.91899663 0.08100336],,[ 1.079241  -1.3495507],,0,,0,
Images/UTKFace/26_0_0_20170113135244994.jpg.chip.jpg,0,[0.34779137 0.6522086 ],,[-0.5510491   0.07771257],,1,,0,
Images/UTKFace/30_0_0_20170117153441021.jpg.chip.jpg,0,[0.6903546 0.3096454],,[ 0.20699233 -0.5947852 ],,0,,0,
Images/UTKFace/25_0_0_20170116215652482.jpg.chip.jpg,0,[0.4400616  0.55993843],,[-0.37758055 -0.13666832],,1,,0,
Images/UTKFace/39_0_0_20170104204717955.jpg.chip.jpg,0,[0.8086237  0.19137633],,[ 0.52454615 -0.91654575],,0,,0,
Images/UTKFace/38_0_0_20170117120920017.jpg.chip.jpg,0,[0.50342524 0.49657482],,[-0.29037547 -0.30407652],,0,,0,
Images/UTKFace/24_0_0_20170116215532270.jpg.chip.jpg,0,[0.6898744 0.3101256],,[ 0.17013866 -0.62939364],,0,,0,
Images/UTKFace/7_0_0_20170110220627122.jpg.chip.jpg,0,[0.46387002 0.53612995],,[-0.35618263 -0.21141042],,1,,0,
Images/UTKFace/23_0_0_20170117144517953.jpg.chip.jpg,0,[0.57707953 0.42292047],,[-0.11120141 -0.42199743],,0,,0,
Images/UTKFace/55_0_0_20170117155039029.jpg.chip.jpg,0,[0.6951296  0.30487043],,[ 0.21783304 -0.6063783 ],,0,,0,
Images/UTKFace/70_0_0_20170104213700973.jpg.chip.jpg,0,[0.7942545  0.20574553],,[ 0.4679529  -0.88281083],,0,,0,
Images/UTKFace/9_0_0_20170110220241330.jpg.chip.jpg,0,[0.25674644 0.7432535 ],,[-0.7387298  0.3242185],,1,,0,
Images/UTKFace/72_0_0_20170111210618013.jpg.chip.jpg,0,[0.62390494 0.376095  ],,[ 0.13132934 -0.3748269 ],,0,,0,
Images/UTKFace/1_0_0_20161219194004596.jpg.chip.jpg,0,[0.31342736 0.6865727 ],,[-0.5940282   0.19011636],,1,,0,
Images/UTKFace/88_0_0_20170111210626829.jpg.chip.jpg,0,[0.46023878 0.53976125],,[-0.2420719 -0.0826903],,1,,0,
Images/UTKFace/2_0_0_20161219162303390.jpg.chip.jpg,0,[0.53296435 0.46703562],,[-0.14054425 -0.2725933 ],,0,,0,
Images/UTKFace/10_0_0_20161220222308131.jpg.chip.jpg,0,[0.38561162 0.6143884 ],,[-0.449521    0.01627558],,1,,0,
Images/UTKFace/13_0_0_20170110232519225.jpg.chip.jpg,0,[0.41634005 0.58365995],,[-0.36905554 -0.03123935],,1,,0,
Images/UTKFace/7_0_0_20170110215603860.jpg.chip.jpg,0,[0.8843356  0.11566442],,[ 0.8445538 -1.1895897],,0,,0,
Images/UTKFace/15_0_0_20170116201253769.jpg.chip.jpg,0,[0.82874584 0.1712542 ],,[ 0.58018374 -0.9965806 ],,0,,0,
Images/UTKFace/52_0_0_20170117161010863.jpg.chip.jpg,0,[0.75269395 0.24730602],,[ 0.3941748 -0.7188574],,0,,0,
Images/UTKFace/41_0_0_20170104204845308.jpg.chip.jpg,0,[0.55251575 0.44748423],,[-0.20485689 -0.41569766],,0,,0,
Images/UTKFace/26_0_0_20170113210127348.jpg.chip.jpg,0,[0.59828097 0.401719  ],,[-0.04442272 -0.44273028],,0,,0,
Images/UTKFace/45_0_0_20170111204133863.jpg.chip.jpg,0,[0.28510445 0.71489555],,[-0.64402205  0.27525872],,1,,0,
Images/UTKFace/29_0_0_20170104205704132.jpg.chip.jpg,0,[0.66484404 0.335156  ],,[ 0.09947404 -0.5854824 ],,0,,0,
Images/UTKFace/39_0_0_20170116214253075.jpg.chip.jpg,0,[0.36705813 0.6329419 ],,[-0.512803    0.03205535],,1,,0,
Images/UTKFace/35_0_0_20170116222357299.jpg.chip.jpg,0,[0.38937703 0.610623  ],,[-0.2948173   0.15511438],,1,,0,
Images/UTKFace/3_0_0_20161219154520213.jpg.chip.jpg,0,[0.5521136  0.44788638],,[-0.01429254 -0.22350678],,0,,0,
Images/UTKFace/55_0_0_20170105001417083.jpg.chip.jpg,0,[0.51587236 0.48412767],,[-0.22681774 -0.2903285 ],,0,,0,
Images/UTKFace/15_0_0_20170104012550546.jpg.chip.jpg,0,[0.94055176 0.05944825],,[ 1.2484218 -1.5129386],,0,,0,
Images/UTKFace/9_0_0_20170110220312322.jpg.chip.jpg,0,[0.83503544 0.16496456],,[ 0.61562085 -1.0061227 ],,0,,0,
Images/UTKFace/30_0_0_20170117135807720.jpg.chip.jpg,0,[0.42437857 0.5756214 ],,[-0.43574724 -0.13092294],,1,,0,
Images/UTKFace/15_0_0_20170102234355667.jpg.chip.jpg,0,[0.5537047 0.4462953],,[-0.12732399 -0.34297466],,0,,0,
Images/UTKFace/49_0_0_20170109003418343.jpg.chip.jpg,0,[0.91101694 0.08898301],,[ 0.90987146 -1.4162445 ],,0,,0,
Images/UTKFace/1_0_0_20170109194350047.jpg.chip.jpg,0,[0.39129603 0.608704  ],,[-0.42964253  0.01222528],,1,,0,
Images/UTKFace/21_0_0_20170114032114256.jpg.chip.jpg,0,[0.83852005 0.1614799 ],,[ 0.6806431 -0.9666147],,0,,0,
Images/UTKFace/45_0_0_20170119203802991.jpg.chip.jpg,0,[0.7015609  0.29843912],,[ 0.21206442 -0.6426773 ],,0,,0,
Images/UTKFace/1_0_0_20170110213511942.jpg.chip.jpg,0,[0.89335144 0.10664853],,[ 0.83717406 -1.2882674 ],,0,,0,
Images/UTKFace/26_0_0_20170116182307851.jpg.chip.jpg,0,[0.48833862 0.51166135],,[-0.26503837 -0.21838441],,1,,0,
Images/UTKFace/66_0_0_20170120221744629.jpg.chip.jpg,0,[0.8145804  0.18541966],,[ 0.5835321  -0.89651924],,0,,0,
Images/UTKFace/48_0_0_20170105172432012.jpg.chip.jpg,0,[0.8197884  0.18021156],,[ 0.53759056 -0.9773242 ],,0,,0,
Images/UTKFace/42_0_0_20170116221906957.jpg.chip.jpg,0,[0.8971595  0.10284052],,[ 0.9247787 -1.2412754],,0,,0,
Images/UTKFace/78_0_0_20170111204704023.jpg.chip.jpg,0,[0.807261   0.19273901],,[ 0.53717476 -0.8951353 ],,0,,0,
Images/UTKFace/9_0_0_20170110225359875.jpg.chip.jpg,0,[0.35279018 0.6472098 ],,[-0.6535387  -0.04674181],,1,,0,
Images/UTKFace/55_0_0_20170120221851229.jpg.chip.jpg,0,[0.8104521  0.18954784],,[ 0.49559876 -0.95735186],,0,,0,
Images/UTKFace/41_0_0_20170117185454480.jpg.chip.jpg,0,[0.7774256  0.22257441],,[ 0.44577774 -0.80494875],,0,,0,
Images/UTKFace/52_0_0_20170104212241724.jpg.chip.jpg,0,[0.28953716 0.71046287],,[-0.79365593  0.10397708],,1,,0,
Images/UTKFace/49_0_0_20170117170554905.jpg.chip.jpg,0,[0.54686207 0.45313793],,[-0.1126281 -0.3006281],,0,,0,
Images/UTKFace/78_0_0_20170111221844550.jpg.chip.jpg,0,[0.7327208 0.2672792],,[ 0.29642016 -0.71205086],,0,,0,
Images/UTKFace/35_0_0_20170117192120258.jpg.chip.jpg,0,[0.16759104 0.83240896],,[-1.1507866   0.45201048],,1,,0,
Images/UTKFace/36_0_0_20170117183258406.jpg.chip.jpg,0,[0.47513857 0.5248614 ],,[-0.35405123 -0.25452343],,1,,0,
Images/UTKFace/7_0_0_20170112211931030.jpg.chip.jpg,0,[0.47157288 0.5284272 ],,[-0.32242572 -0.20859449],,1,,0,
Images/UTKFace/30_0_0_20170117143502368.jpg.chip.jpg,0,[0.8553215  0.14467852],,[ 0.61269546 -1.1642679 ],,0,,0,
Images/UTKFace/9_0_0_20170110225030430.jpg.chip.jpg,0,[0.52386427 0.47613573],,[-0.17459348 -0.2701231 ],,0,,0,
Images/UTKFace/32_0_0_20170117133449807.jpg.chip.jpg,0,[0.37285337 0.6271466 ],,[-0.43814886  0.0818463 ],,1,,0,
Images/UTKFace/55_0_0_20170111201201679.jpg.chip.jpg,0,[0.84269553 0.1573045 ],,[ 0.63702226 -1.0414002 ],,0,,0,
Images/UTKFace/24_0_0_20170117091201342.jpg.chip.jpg,0,[0.8294284  0.17057168],,[ 0.6306997  -0.95088136],,0,,0,
Images/UTKFace/45_0_0_20170117183147982.jpg.chip.jpg,0,[0.93284625 0.0671538 ],,[ 1.1315719 -1.499683 ],,0,,0,
Images/UTKFace/29_0_0_20170117180839466.jpg.chip.jpg,0,[0.15209723 0.8479028 ],,[-1.2253124   0.49293378],,1,,0,
Images/UTKFace/74_0_0_20170111223730444.jpg.chip.jpg,0,[0.94856745 0.05143255],,[ 1.3173549 -1.5973268],,0,,0,
Images/UTKFace/32_0_0_20170117122038021.jpg.chip.jpg,0,[0.5120929  0.48790717],,[-0.20554915 -0.25393006],,0,,0,
Images/UTKFace/28_0_0_20170108225116577.jpg.chip.jpg,0,[0.81943035 0.18056965],,[ 0.52189887 -0.990594  ],,0,,0,
Images/UTKFace/54_0_0_20170117171233580.jpg.chip.jpg,0,[0.5908804  0.40911958],,[-0.00630761 -0.3739138 ],,0,,0,
Images/UTKFace/38_0_0_20170105171807556.jpg.chip.jpg,0,[0.88778496 0.11221502],,[ 0.8694469 -1.1988658],,0,,0,
Images/UTKFace/53_0_0_20170104205937252.jpg.chip.jpg,0,[0.7221418  0.27785823],,[ 0.21782432 -0.73728603],,0,,0,
Images/UTKFace/54_0_0_20170104211558436.jpg.chip.jpg,0,[0.9147129  0.08528712],,[ 1.0523992 -1.3201877],,0,,0,
Images/UTKFace/53_0_0_20170104211506941.jpg.chip.jpg,0,[0.8616733  0.13832669],,[ 0.71451986 -1.1147381 ],,0,,0,
Images/UTKFace/9_0_0_20170110220712974.jpg.chip.jpg,0,[0.52529204 0.4747079 ],,[-0.1032376  -0.20449235],,0,,0,
Images/UTKFace/75_0_0_20170111203916648.jpg.chip.jpg,0,[0.60446316 0.39553687],,[ 0.08376701 -0.34032965],,0,,0,
Images/UTKFace/54_0_0_20170104212504460.jpg.chip.jpg,0,[0.9154456  0.08455439],,[ 0.9696091 -1.412407 ],,0,,0,
Images/UTKFace/39_0_0_20170104181448317.jpg.chip.jpg,0,[0.890164   0.10983595],,[ 0.84521306 -1.2472048 ],,0,,0,
Images/UTKFace/45_0_0_20170117204750369.jpg.chip.jpg,0,[0.5326278  0.46737218],,[-0.22028811 -0.3509852 ],,0,,0,
Images/UTKFace/43_0_0_20170117155054004.jpg.chip.jpg,0,[0.90131426 0.09868576],,[ 0.89995146 -1.3119619 ],,0,,0,
Images/UTKFace/63_0_0_20170111171747601.jpg.chip.jpg,0,[0.94428045 0.05571959],,[ 1.2112015 -1.6188899],,0,,0,
Images/UTKFace/62_0_0_20170104184818725.jpg.chip.jpg,0,[0.75699586 0.24300413],,[ 0.4129271 -0.7233524],,0,,0,
Images/UTKFace/15_0_0_20170104225947233.jpg.chip.jpg,0,[0.1234014 0.8765986],,[-1.2954345  0.6651723],,1,,0,
Images/UTKFace/59_0_0_20170104212933919.jpg.chip.jpg,0,[0.9576469  0.04235307],,[ 1.4326447 -1.6857934],,0,,0,
Images/UTKFace/21_0_0_20170117193719188.jpg.chip.jpg,0,[0.30005202 0.69994795],,[-0.657022    0.19002822],,1,,0,
Images/UTKFace/50_0_0_20170104021859988.jpg.chip.jpg,0,[0.6942973 0.3057027],,[ 0.09425785 -0.72602946],,0,,0,
Images/UTKFace/45_0_0_20170120220923483.jpg.chip.jpg,0,[0.6743058  0.32569414],,[ 0.06793945 -0.65978545],,0,,0,
Images/UTKFace/53_0_0_20170117191002777.jpg.chip.jpg,0,[0.7751991  0.22480087],,[ 0.40790218 -0.8300028 ],,0,,0,
Images/UTKFace/49_0_0_20170105172956637.jpg.chip.jpg,0,[0.7302864  0.26971355],,[ 0.2625489 -0.7335274],,0,,0,
Images/UTKFace/40_0_0_20170117180244078.jpg.chip.jpg,0,[0.8503742 0.1496257],,[ 0.66082567 -1.076714  ],,0,,0,
Images/UTKFace/80_0_0_20170117174600725.jpg.chip.jpg,0,[0.8458775 0.1541225],,[ 0.5987687 -1.1038581],,0,,0,
Images/UTKFace/34_0_0_20170117152424716.jpg.chip.jpg,0,[0.6849015  0.31509858],,[ 0.1780272 -0.5983623],,0,,0,
Images/UTKFace/16_0_0_20170110231910518.jpg.chip.jpg,0,[0.52063286 0.47936717],,[-0.16347554 -0.24605368],,0,,0,
Images/UTKFace/59_0_0_20170111195403793.jpg.chip.jpg,0,[0.81280327 0.18719678],,[ 0.5817436 -0.8865852],,0,,0,
Images/UTKFace/1_0_0_20170110213043946.jpg.chip.jpg,0,[0.7459267  0.25407332],,[ 0.33785522 -0.7391491 ],,0,,0,
Images/UTKFace/51_0_0_20170104211553436.jpg.chip.jpg,0,[0.57780814 0.42219186],,[-0.04168495 -0.35546696],,0,,0,
Images/UTKFace/34_0_0_20170117120149082.jpg.chip.jpg,0,[0.9199186  0.08008146],,[ 1.0674758 -1.3737652],,0,,0,
Images/UTKFace/32_0_0_20170116211639626.jpg.chip.jpg,0,[0.68633074 0.31366923],,[ 0.163331  -0.6196896],,0,,0,
Images/UTKFace/35_0_0_20170117153829116.jpg.chip.jpg,0,[0.27772033 0.72227967],,[-0.8122937   0.14350401],,1,,0,
Images/UTKFace/47_0_0_20170109012427196.jpg.chip.jpg,0,[0.8271589 0.1728411],,[ 0.60488945 -0.9607348 ],,0,,0,
Images/UTKFace/30_0_0_20170117143444827.jpg.chip.jpg,0,[0.7991551  0.20084485],,[ 0.4388811  -0.94214123],,0,,0,
Images/UTKFace/28_0_0_20170117120226377.jpg.chip.jpg,0,[0.87115353 0.12884648],,[ 0.6869374 -1.2242593],,0,,0,
Images/UTKFace/51_0_0_20170120134516424.jpg.chip.jpg,0,[0.8787544  0.12124564],,[ 0.7595673 -1.2211196],,0,,0,
Images/UTKFace/9_0_0_20170110220238481.jpg.chip.jpg,0,[0.47571293 0.52428705],,[-0.18636923 -0.08914448],,1,,0,
Images/UTKFace/18_0_0_20170110232121048.jpg.chip.jpg,0,[0.17015249 0.8298475 ],,[-1.0902305   0.49431652],,1,,0,
Images/UTKFace/26_0_0_20170117200559815.jpg.chip.jpg,0,[0.47124562 0.52875435],,[-0.36266756 -0.2475229 ],,1,,0,
Images/UTKFace/83_0_0_20170120225615281.jpg.chip.jpg,0,[0.91051286 0.08948714],,[ 1.0375756 -1.2823375],,0,,0,
Images/UTKFace/32_0_0_20170116201321051.jpg.chip.jpg,0,[0.81434697 0.18565303],,[ 0.49503806 -0.9834689 ],,0,,0,
Images/UTKFace/90_0_0_20170111210220723.jpg.chip.jpg,0,[0.26568347 0.7343165 ],,[-0.76928     0.24735448],,1,,0,
Images/UTKFace/87_0_0_20170111222120006.jpg.chip.jpg,0,[0.7803858  0.21961421],,[ 0.45830977 -0.8096062 ],,0,,0,
Images/UTKFace/22_0_0_20170104230116624.jpg.chip.jpg,0,[0.7173774  0.28262258],,[ 0.19215086 -0.7393389 ],,0,,0,
Images/UTKFace/40_0_0_20170117141747634.jpg.chip.jpg,0,[0.726387   0.27361295],,[ 0.2974555  -0.67891294],,0,,0,
Images/UTKFace/16_0_0_20170110231219975.jpg.chip.jpg,0,[0.63686204 0.363138  ],,[-0.0224066 -0.5841768],,0,,0,
Images/UTKFace/15_0_0_20170104011743800.jpg.chip.jpg,0,[0.26882902 0.731171  ],,[-0.8115581   0.18901369],,1,,0,
Images/UTKFace/50_0_0_20170120222416184.jpg.chip.jpg,0,[0.50394833 0.49605173],,[-0.25541377 -0.27120715],,0,,0,
Images/UTKFace/24_0_0_20170114032026665.jpg.chip.jpg,0,[0.85444784 0.14555219],,[ 0.65605706 -1.1138636 ],,0,,0,
Images/UTKFace/53_0_0_20170113184913361.jpg.chip.jpg,0,[0.7348969 0.2651031],,[ 0.31400976 -0.70560163],,0,,0,
Images/UTKFace/42_0_0_20170117185752122.jpg.chip.jpg,0,[0.15326916 0.8467308 ],,[-1.2411819   0.46800545],,1,,0,
Images/UTKFace/73_0_0_20170104213655621.jpg.chip.jpg,0,[0.76360035 0.2363997 ],,[ 0.41311714 -0.75940347],,0,,0,
Images/UTKFace/40_0_0_20170117143324026.jpg.chip.jpg,0,[0.43130437 0.5686956 ],,[-0.33995917 -0.06342787],,1,,0,
Images/UTKFace/26_0_0_20170116183026094.jpg.chip.jpg,0,[0.82428974 0.17571025],,[ 0.5411223 -1.0045633],,0,,0,
Images/UTKFace/34_0_0_20170104204349707.jpg.chip.jpg,0,[0.4667835  0.53321654],,[-0.36533225 -0.23227024],,1,,0,
Images/UTKFace/46_0_0_20170117172149820.jpg.chip.jpg,0,[0.9609386  0.03906137],,[ 1.3835088 -1.8192675],,0,,0,
Images/UTKFace/61_0_0_20170104185643766.jpg.chip.jpg,0,[0.6843733 0.3156267],,[ 0.23214479 -0.54179865],,0,,0,
Images/UTKFace/16_0_0_20170104012330536.jpg.chip.jpg,0,[0.46303436 0.5369656 ],,[-0.29972565 -0.15159276],,1,,0,
